GameId,ClarifyingQuestion,InitializedWorldPath,InputInstruction,IsInstructionClear,Partition,qrel,qbank
CQ-game-6456,,initial_world_states/builder-data/8-c96/step-4,Replicate the 2 red block column in the remaining 3 corners.,Yes,train,,
CQ-game-6458,,initial_world_states/builder-data/31-c73/step-30,I placed orange blocks on top of the highest yellow blocks and below the lowest yellow blocks.,Yes,train,,
CQ-game-6459,,initial_world_states/builder-data/14-c51/step-10,Add a column of 3 red blocks in each of the four corners.,Yes,train,,
CQ-game-6461,,initial_world_states/builder-data/10-c36/step-2,Place a blue block with a red block on top of it and then a purple on top of the red in each of the four corners of the grid.,Yes,train,,
CQ-game-6463,,initial_world_states/builder-data/26-c136/step-2,Build two blue blocks vertically on the west side of the purple column. Build a yellow block on the east side of the purple column.,Yes,train,,
CQ-game-6464,,initial_world_states/builder-data/16-c92/step-6,While facing north remove the red blocks to the far left.,Yes,train,,
CQ-game-6465,,initial_world_states/builder-data/14-c51/step-4,Build a blue block on top of every red block. Build a green block on top of middle most blue block.,Yes,train,,
CQ-game-6466,,initial_world_states/builder-data/12-c139/step-22,Place 3 blue blocks below the purple ones,Yes,train,,
CQ-game-6467,,initial_world_states/builder-data/11-c73/step-12,Fill in the two gaps of the yellow shape so it becomes a rectangle four yellow blocks total,Yes,train,,
CQ-game-6468,,initial_world_states/builder-data/6-c92/step-2,Stack four green blocks in the middle of the map.,Yes,train,,
CQ-game-6469,,initial_world_states/builder-data/2-c116/step-26,Place 1 more green block on each of the remaining 3 open faces of the bottom blue block.,Yes,train,,
CQ-game-647,,initial_world_states/builder-data/2-c126/step-6,Facing south destroy the upper red blocks then place a row of blue blocks on top of red blocks then place a row of yellow blocks on top of blue blocks.,Yes,train,,
CQ-game-6470,,initial_world_states/builder-data/2-c135/step-8,I destroyed the lowest three purple blocks and placed a yellow block on top of the very highest purple block.,Yes,train,,
CQ-game-6472,,initial_world_states/builder-data/9-c135/step-8,Destroy the purple block touching the ground and then the 2 blocks on top of it.,Yes,train,,
CQ-game-6473,,initial_world_states/builder-data/9-c135/step-6,Destroy the three most eastward purple blocks.,Yes,train,,
CQ-game-6474,,initial_world_states/builder-data/14-c51/step-6,Stack three yellow blocks on top of each of the red blocks.,Yes,train,,
CQ-game-6476,How many purple blocks need to be added on top of the purple shape?,initial_world_states/builder-data/12-c139/step-26,Add yellow blocks on top of the purple shape.,No,train,q_662,"'q_618', 'q_737', 'q_948', 'q_676', 'q_474', 'q_515', 'q_516', 'q_57', 'q_767', 'q_358', 'q_117', 'q_40', 'q_282', 'q_434', 'q_442', 'q_850', 'q_837', 'q_499', 'q_643', 'q_367', 'q_907', 'q_931', 'q_743', 'q_401', 'q_749', 'q_925', 'q_354', 'q_351', 'q_352', 'q_61', 'q_411', 'q_949', 'q_374', 'q_891', 'q_254', 'q_225', 'q_211', 'q_625', 'q_867', 'q_299', 'q_719', 'q_839', 'q_294', 'q_339', 'q_408', 'q_92', 'q_224', 'q_987', 'q_329', 'q_815', 'q_257', 'q_938', 'q_694', 'q_542', 'q_359', 'q_200', 'q_615', 'q_550', 'q_816', 'q_437', 'q_982', 'q_66', 'q_429', 'q_137', 'q_171', 'q_279', 'q_640', 'q_705', 'q_680', 'q_845', 'q_241', 'q_283', 'q_375', 'q_807', 'q_662', 'q_487', 'q_709', 'q_195', 'q_132', 'q_220', 'q_55', 'q_555', 'q_655', 'q_768', 'q_104', 'q_580', 'q_922', 'q_595', 'q_131', 'q_911', 'q_964', 'q_541', 'q_33', 'q_212', 'q_98', 'q_859', 'q_898', 'q_757', 'q_295', 'q_616', 'q_368', 'q_240', 'q_944', 'q_446', 'q_448', 'q_77', 'q_325', 'q_811', 'q_91', 'q_303', 'q_831', 'q_269', 'q_246', 'q_252', 'q_781', 'q_846', 'q_52', 'q_20', 'q_250', 'q_661', 'q_698', 'q_410', 'q_906', 'q_665', 'q_12', 'q_621', 'q_814', 'q_865', 'q_759', 'q_407', 'q_184', 'q_723', 'q_454', 'q_196', 'q_883', 'q_567', 'q_894', 'q_687', 'q_287', 'q_440', 'q_841', 'q_476', 'q_926', 'q_231', 'q_259', 'q_324', 'q_327', 'q_853', 'q_969', 'q_540', 'q_860', 'q_683', 'q_119', 'q_857', 'q_871', 'q_833', 'q_870', 'q_306', 'q_604', 'q_973', 'q_589', 'q_628', 'q_913', 'q_14', 'q_34', 'q_912'"
CQ-game-6477,,initial_world_states/builder-data/4-c92/step-4,Delete the two eastmost red blocks and replace those blocks with two yellow blocks.,Yes,train,,
CQ-game-6478,,initial_world_states/builder-data/29-c92/step-16,"Face north. Destroy the rightmost/eastmost ""cherry"". Rebuild it in the same size/shape/position but in purple.",Yes,train,,
CQ-game-6479,,initial_world_states/builder-data/31-c73/step-6,Facing north place a 5 block column to the left of the green figure out of green blocks. Then on the right of the top green block add 3 more blocks going east to make an 8.,Yes,train,,
CQ-game-6480,,initial_world_states/builder-data/2-c118/step-6,Place three green blocks on top of the existing green block.,Yes,train,,
CQ-game-6481,,initial_world_states/builder-data/14-c58/step-14,Facing North put a row of three red blocks to the right of the rightmost blue block. Put four red blocks in front of the rightmost red block.,Yes,train,,
CQ-game-6482,,initial_world_states/builder-data/14-c136/step-20,Destroy the purple block to the east glued to the ground,Yes,train,,
CQ-game-6483,,initial_world_states/builder-data/23-c97/step-4,Destroy the red and purple blocks further west,Yes,train,,
CQ-game-6485,,initial_world_states/builder-data/8-c96/step-14,removed four yellow blocks north east corner,Yes,train,,
CQ-game-6486,,initial_world_states/builder-data/5-c73/step-16,Facing north add three blue blocks between the gaps of the blue blocks to make a rectangle.,Yes,train,,
CQ-game-6487,,initial_world_states/builder-data/16-c96/step-14,Destroy the purple blocks in the southwest corner and then build the same shape with blue blocks its a blue corner with a block on top.,Yes,train,,
CQ-game-6489,,initial_world_states/builder-data/11-c73/step-6,Destroy all lower green blocks,Yes,train,,
CQ-game-649,,initial_world_states/builder-data/2-c139/step-28,"The purple blocks make an ""H"" shape. Destroy the top two blocks of the H. Destroy the red block at the base. There will be a rectangle left behind.",Yes,train,,
CQ-game-6491,,initial_world_states/builder-data/10-c33/step-20,Stack three red blocks on top of each block.,Yes,train,,
CQ-game-6492,,initial_world_states/builder-data/9-c118/step-6,add red blocks on top of the yellow blocks.,Yes,train,,
CQ-game-6495,,initial_world_states/builder-data/3-c116/step-8,Facing south destroy all the blue blocks.,Yes,train,,
CQ-game-6496,,initial_world_states/builder-data/3-c136/step-12,Destroy all of the non purple blocsks then extend the south most purple block south. Then on the top purple block extend that south also with more purple blocks to make a sideways U,Yes,train,,
CQ-game-6497,,initial_world_states/builder-data/34-c135/step-16,Facing north destroy the purple blocks that stand on the ground and crossed another shape leaving the shape looks like a C.,Yes,train,,
CQ-game-6498,,initial_world_states/builder-data/11-c27/step-4,Put a purple block on top of the column. Destroy all but the top blue block (and leave the purple also).,Yes,train,,
CQ-game-6499,,initial_world_states/builder-data/3-c135/step-2,Starting at the bottom of the structure I destroyed every other purple block.,Yes,train,,
CQ-game-6500,,initial_world_states/builder-data/16-c96/step-6,Remove the yellow blocks and recreate the red structure in the remaining 3 corners.,Yes,train,,
CQ-game-6501,,initial_world_states/builder-data/52-c127/step-2,Delete all the bright yellow boxes. Replace them all with blue boxes. There should be four blue boxes.,Yes,train,,
CQ-game-6502,,initial_world_states/builder-data/3-c136/step-8,Facing north build a tower made of four blue blocks under the red block.,Yes,train,,
CQ-game-6503,,initial_world_states/builder-data/5-c97/step-14,Facing south place 4 green blocks horizontaly on top of the highest blocks.,Yes,train,,
CQ-game-6504,,initial_world_states/builder-data/8-c139/step-2,Place a green block on every side of the block.,Yes,train,,
CQ-game-6505,While facing north where should a tower made of five red blocks be built?,initial_world_states/builder-data/2-c135/step-2,Facing north build a tower made of five red blocks.,No,train,q_933,"'q_202', 'q_544', 'q_651', 'q_858', 'q_934', 'q_771', 'q_369', 'q_982', 'q_241', 'q_30', 'q_186', 'q_557', 'q_964', 'q_174', 'q_333', 'q_381', 'q_765', 'q_774', 'q_481', 'q_550', 'q_431', 'q_697', 'q_282', 'q_187', 'q_593', 'q_433', 'q_89', 'q_460', 'q_345', 'q_554', 'q_101', 'q_2', 'q_565', 'q_493', 'q_870', 'q_935', 'q_341', 'q_942', 'q_751', 'q_887', 'q_200', 'q_762', 'q_46', 'q_757', 'q_521', 'q_298', 'q_454', 'q_376', 'q_146', 'q_829', 'q_742', 'q_683', 'q_91', 'q_432', 'q_744', 'q_59', 'q_968', 'q_910', 'q_334', 'q_547', 'q_723', 'q_154', 'q_475', 'q_813', 'q_913', 'q_418', 'q_359', 'q_621', 'q_193', 'q_522', 'q_888', 'q_648', 'q_596', 'q_207', 'q_389', 'q_113', 'q_188', 'q_728', 'q_139', 'q_249', 'q_833', 'q_769', 'q_424', 'q_618', 'q_372', 'q_948', 'q_881', 'q_524', 'q_410', 'q_291', 'q_252', 'q_168', 'q_552', 'q_480', 'q_230', 'q_933', 'q_237', 'q_921', 'q_824', 'q_301', 'q_947', 'q_699', 'q_183', 'q_253', 'q_497', 'q_492', 'q_781', 'q_352', 'q_747', 'q_676', 'q_517', 'q_121', 'q_967', 'q_805', 'q_358', 'q_788', 'q_429', 'q_652', 'q_708', 'q_606', 'q_821', 'q_685', 'q_390', 'q_889', 'q_904', 'q_365', 'q_720', 'q_845', 'q_848', 'q_789', 'q_182', 'q_52', 'q_666', 'q_780', 'q_969', 'q_605', 'q_668', 'q_213', 'q_62', 'q_956', 'q_152', 'q_645', 'q_561', 'q_604', 'q_239', 'q_316', 'q_47', 'q_873', 'q_246', 'q_783', 'q_261', 'q_631', 'q_150', 'q_894', 'q_275', 'q_194', 'q_306', 'q_986', 'q_103', 'q_775', 'q_815', 'q_849', 'q_800', 'q_73', 'q_40', 'q_835'"
CQ-game-6506,,initial_world_states/builder-data/14-c136/step-6,Make a yellow column of three blocks on the east side of the purple column touching the ground.,Yes,train,,
CQ-game-6507,,initial_world_states/builder-data/9-c136/step-2,facing north place a yellow block on the right side of the purple block,Yes,train,,
CQ-game-6508,,initial_world_states/builder-data/4-c96/step-2,Place two orange blocks on top of the yellow block. Then surround the base of the structure with blue blocks.,Yes,train,,
CQ-game-6510,,initial_world_states/builder-data/8-c92/step-4,"Face north. Make the ""cherry"" bigger using red blocks: a three block tall column to the right of the existing red then two on top to make a 3x3 block of red.",Yes,train,,
CQ-game-6512,,initial_world_states/builder-data/34-c120/step-2,Place a green block in the gap on the structure then place two more green blocks next to the just built one: one on the south side and one on the north side.,Yes,train,,
CQ-game-6513,,initial_world_states/builder-data/19-c136/step-4,Connect the orange column to the ground with a column of 3 blue blocks and place a column of 3 red blocks on top of the purple column.,Yes,train,,
CQ-game-6514,,initial_world_states/builder-data/3-c139/step-10,removed top four blocks only,Yes,train,,
CQ-game-6515,What color should the blocks be?,initial_world_states/builder-data/10-c97/step-2,Place four blocks in a two by two square in the north west corner.,No,train,q_830,"'q_601', 'q_831', 'q_293', 'q_879', 'q_441', 'q_518', 'q_806', 'q_887', 'q_372', 'q_659', 'q_497', 'q_479', 'q_79', 'q_217', 'q_166', 'q_942', 'q_343', 'q_325', 'q_145', 'q_564', 'q_63', 'q_300', 'q_577', 'q_10', 'q_695', 'q_287', 'q_456', 'q_732', 'q_336', 'q_488', 'q_227', 'q_844', 'q_360', 'q_851', 'q_451', 'q_393', 'q_99', 'q_956', 'q_780', 'q_924', 'q_454', 'q_707', 'q_366', 'q_358', 'q_830', 'q_6', 'q_941', 'q_628', 'q_884', 'q_117', 'q_837', 'q_69', 'q_679', 'q_610', 'q_272', 'q_607', 'q_925', 'q_136', 'q_835', 'q_589', 'q_706', 'q_122', 'q_356', 'q_491', 'q_529', 'q_750', 'q_477', 'q_249', 'q_90', 'q_302', 'q_808', 'q_552', 'q_446', 'q_3', 'q_252', 'q_913', 'q_327', 'q_240', 'q_870', 'q_754', 'q_194', 'q_828', 'q_816', 'q_76', 'q_814', 'q_665', 'q_401', 'q_467', 'q_586', 'q_483', 'q_24', 'q_80', 'q_639', 'q_457', 'q_265', 'q_13', 'q_919', 'q_185', 'q_789', 'q_88', 'q_797', 'q_316', 'q_694', 'q_142', 'q_819', 'q_655', 'q_580', 'q_91', 'q_23', 'q_778', 'q_337', 'q_281', 'q_148', 'q_98', 'q_667', 'q_540', 'q_845', 'q_55', 'q_362', 'q_827', 'q_392', 'q_283', 'q_755', 'q_429', 'q_974', 'q_355', 'q_353', 'q_678', 'q_266', 'q_514', 'q_270', 'q_898', 'q_906', 'q_664', 'q_196', 'q_324', 'q_416', 'q_566', 'q_284', 'q_339', 'q_2', 'q_505', 'q_33', 'q_407', 'q_144', 'q_936', 'q_18', 'q_697', 'q_590', 'q_951', 'q_156', 'q_893', 'q_452', 'q_180', 'q_329', 'q_592', 'q_630', 'q_829', 'q_212', 'q_107', 'q_351', 'q_625', 'q_812', 'q_119', 'q_891', 'q_805'"
CQ-game-6517,,initial_world_states/builder-data/23-c135/step-2,Facing North place a row of three purple blocks to the right of the top purple block. Place three purple blocks in front of the rightmost purple block.,Yes,train,,
CQ-game-6518,,initial_world_states/builder-data/29-c97/step-14,Place a red block on the western side to match the extra one on the east fill in the open space in the red blocks with another red block then place a row of 3 blue blocks on top of the top 3 reds.,Yes,train,,
CQ-game-6519,,initial_world_states/builder-data/29-c97/step-22,Place an orange block in all 4 of the one block gaps in the blue and red structures.,Yes,train,,
CQ-game-6520,Where do I build the purple and green blocks?,initial_world_states/builder-data/2-c136/step-2,facing north and purple green blocks will arranged on one by one.,No,train,q_431,"'q_684', 'q_31', 'q_464', 'q_590', 'q_536', 'q_154', 'q_460', 'q_589', 'q_867', 'q_880', 'q_93', 'q_795', 'q_818', 'q_568', 'q_688', 'q_535', 'q_443', 'q_465', 'q_368', 'q_243', 'q_523', 'q_577', 'q_96', 'q_741', 'q_696', 'q_559', 'q_799', 'q_728', 'q_417', 'q_785', 'q_153', 'q_285', 'q_463', 'q_703', 'q_830', 'q_355', 'q_110', 'q_916', 'q_447', 'q_634', 'q_804', 'q_952', 'q_46', 'q_248', 'q_847', 'q_467', 'q_216', 'q_675', 'q_876', 'q_245', 'q_500', 'q_55', 'q_127', 'q_335', 'q_327', 'q_359', 'q_682', 'q_87', 'q_231', 'q_290', 'q_719', 'q_752', 'q_413', 'q_434', 'q_987', 'q_241', 'q_551', 'q_303', 'q_433', 'q_240', 'q_228', 'q_592', 'q_766', 'q_141', 'q_344', 'q_283', 'q_183', 'q_729', 'q_755', 'q_168', 'q_485', 'q_918', 'q_656', 'q_16', 'q_65', 'q_655', 'q_660', 'q_193', 'q_41', 'q_414', 'q_985', 'q_430', 'q_479', 'q_740', 'q_516', 'q_0', 'q_687', 'q_166', 'q_140', 'q_555', 'q_747', 'q_863', 'q_80', 'q_234', 'q_75', 'q_616', 'q_510', 'q_769', 'q_791', 'q_477', 'q_322', 'q_212', 'q_191', 'q_177', 'q_24', 'q_721', 'q_848', 'q_905', 'q_836', 'q_790', 'q_469', 'q_356', 'q_135', 'q_611', 'q_958', 'q_431', 'q_931', 'q_45', 'q_269', 'q_145', 'q_603', 'q_613', 'q_319', 'q_239', 'q_381', 'q_713', 'q_977', 'q_909', 'q_553', 'q_321', 'q_159', 'q_513', 'q_316', 'q_99', 'q_554', 'q_461', 'q_435', 'q_57', 'q_10', 'q_717', 'q_566', 'q_962', 'q_2', 'q_807', 'q_8', 'q_428', 'q_354', 'q_579', 'q_774', 'q_550', 'q_633', 'q_441', 'q_967', 'q_426', 'q_527', 'q_490'"
CQ-game-6521,,initial_world_states/builder-data/19-c126/step-6,Facing North put a row of two orange blocks to the right of the bottommost and uppermost rows of red blocks.,Yes,train,,
CQ-game-6522,,initial_world_states/builder-data/5-c97/step-2,Facing north extend the red blocks east to make a red one block tall wall on the north border,Yes,train,,
CQ-game-6523,,initial_world_states/builder-data/34-c120/step-12,Place three blue blocks on top of the highest yellow block of the cross.,Yes,train,,
CQ-game-6524,,initial_world_states/builder-data/2-c96/step-4,Remove the purple block and Place 1 blue block in each of the 4 corners.,Yes,train,,
CQ-game-6525,,initial_world_states/builder-data/10-c33/step-26,Place 4 red blocks heading to the south of the yellow block connected to the yellow block,Yes,train,,
CQ-game-6526,,initial_world_states/builder-data/29-c97/step-18,Delete all the boxes on the map. Stack three blue boxes on the south east corner edge of the map.,Yes,train,,
CQ-game-6528,,initial_world_states/builder-data/31-c73/step-16,on every tan square around the center of the board build an orange block. Drop a purple block on the center of the board.,Yes,train,,
CQ-game-653,,initial_world_states/builder-data/30-c96/step-20,Place an orange block in the middle of the grid. Then place an orange block on every side of it.,Yes,train,,
CQ-game-6531,,initial_world_states/builder-data/2-c116/step-38,I placed one yellow block on all four sides of the green block.,Yes,train,,
CQ-game-6535,,initial_world_states/builder-data/1-c92/step-14,Destroy all red blocks.,Yes,train,,
CQ-game-6536,,initial_world_states/builder-data/29-c97/step-12,Facing north place 3 blue blocks on the ground under the red blocks.,Yes,train,,
CQ-game-6537,,initial_world_states/builder-data/23-c127/step-8,Add two red blocks on top of each orange block.,Yes,train,,
CQ-game-6538,,initial_world_states/builder-data/8-c139/step-6,Facing north place one yellow block one green block and then one yellow block under the purple blocks.,Yes,train,,
CQ-game-6539,,initial_world_states/builder-data/11-c73/step-4,Removed all green blocks going east ward,Yes,train,,
CQ-game-654,,initial_world_states/builder-data/14-c58/step-22,In the empty L shape of the blue figure fill that empty space on the ground with a 2x2 square of blue blocks.,Yes,train,,
CQ-game-6540,,initial_world_states/builder-data/9-c18/step-4,facing north and purple green blocks will arranged on one by one.,Yes,train,,
CQ-game-6541,,initial_world_states/builder-data/9-c118/step-4,Build one green block on top of each yellow block.Break all yellow blocks.,Yes,train,,
CQ-game-6543,,initial_world_states/builder-data/4-c135/step-4,Place three red blocks to the south of the block horizontally.,Yes,train,,
CQ-game-6544,,initial_world_states/builder-data/28-c92/step-2,Place on blue block in each corner of the map.,Yes,train,,
CQ-game-6545,,initial_world_states/builder-data/2-c96/step-6,add a red block on top of the purple and green blocks and then a blue block on top of the red ones.,Yes,train,,
CQ-game-6546,,initial_world_states/builder-data/6-c92/step-8,Delete all the boxes on the map. Stack three blue boxes on the south east corner edge of the map.,Yes,train,,
CQ-game-6547,,initial_world_states/builder-data/1-c96/step-16,Delete the red figure and then delete the figure diagonal to it as well.,Yes,train,,
CQ-game-6548,,initial_world_states/builder-data/31-c73/step-18,Facing North build a tower of 3 purple blocks to the left of the green tower.,Yes,train,,
CQ-game-6549,,initial_world_states/builder-data/14-c55/step-2,Facing west place four yellow blocks on the ground.,Yes,train,,
CQ-game-6550,,initial_world_states/builder-data/13-c139/step-2,Stack three yellow blocks on top of the red block.,Yes,train,,
CQ-game-6551,,initial_world_states/builder-data/11-c126/step-16,Destroy the top most yellow block. Destroy the two east most red blocks. Place a green block in the hole between the yellow blocks on the west side.,Yes,train,,
CQ-game-6552,,initial_world_states/builder-data/11-c92/step-2,Facing North destroy the 2 red blocks on the left and replace it with a tower of 3 blue blocks.,Yes,train,,
CQ-game-6553,,initial_world_states/builder-data/7-c139/step-2,Below the red block place a blue block. Then on the west side place a yellow on the north a green the east an orange the south a purple and finally a red block on top.,Yes,train,,
CQ-game-6554,,initial_world_states/builder-data/12-c139/step-30,Remove all the purple blocks.,Yes,train,,
CQ-game-6555,Unsure how adding three block blocks to each single blue block will eventually lead this to a rectangular shape? Where do the two rows of more blue blocks come into play?,initial_world_states/builder-data/14-c58/step-18,Facing north add two rows of three blue blocks to each existing single blue block add two rows of two blue blocks to each existing two blue blocks making this a rectangular.,No,train,q_224,"'q_287', 'q_575', 'q_858', 'q_312', 'q_350', 'q_634', 'q_609', 'q_365', 'q_124', 'q_954', 'q_556', 'q_929', 'q_810', 'q_311', 'q_442', 'q_360', 'q_950', 'q_502', 'q_630', 'q_156', 'q_140', 'q_592', 'q_165', 'q_633', 'q_983', 'q_889', 'q_927', 'q_508', 'q_908', 'q_494', 'q_887', 'q_132', 'q_758', 'q_649', 'q_744', 'q_854', 'q_435', 'q_517', 'q_392', 'q_781', 'q_220', 'q_932', 'q_271', 'q_195', 'q_572', 'q_915', 'q_380', 'q_896', 'q_378', 'q_281', 'q_362', 'q_803', 'q_391', 'q_587', 'q_423', 'q_323', 'q_903', 'q_261', 'q_806', 'q_193', 'q_60', 'q_382', 'q_240', 'q_88', 'q_931', 'q_624', 'q_28', 'q_70', 'q_469', 'q_500', 'q_567', 'q_57', 'q_682', 'q_961', 'q_772', 'q_650', 'q_711', 'q_871', 'q_407', 'q_974', 'q_536', 'q_126', 'q_279', 'q_366', 'q_527', 'q_879', 'q_39', 'q_652', 'q_620', 'q_67', 'q_809', 'q_975', 'q_89', 'q_969', 'q_822', 'q_262', 'q_850', 'q_314', 'q_100', 'q_394', 'q_280', 'q_787', 'q_943', 'q_108', 'q_972', 'q_930', 'q_387', 'q_849', 'q_321', 'q_749', 'q_548', 'q_701', 'q_855', 'q_531', 'q_233', 'q_902', 'q_885', 'q_258', 'q_185', 'q_874', 'q_880', 'q_702', 'q_724', 'q_514', 'q_358', 'q_807', 'q_569', 'q_224', 'q_59', 'q_970', 'q_574', 'q_343', 'q_802', 'q_292', 'q_417', 'q_716', 'q_238', 'q_712', 'q_424', 'q_696', 'q_958', 'q_222', 'q_576', 'q_812', 'q_936', 'q_143', 'q_278', 'q_905', 'q_335', 'q_581', 'q_347', 'q_612', 'q_399', 'q_797', 'q_171', 'q_811', 'q_282', 'q_805', 'q_205', 'q_578', 'q_656', 'q_78', 'q_763', 'q_853', 'q_823', 'q_265'"
CQ-game-6558,Which three purple blocks? There are four on the map,initial_world_states/builder-data/2-c136/disqualified_step-8,Destroy the three purple blocks.,No,train,q_37,"'q_875', 'q_934', 'q_230', 'q_259', 'q_106', 'q_770', 'q_883', 'q_675', 'q_854', 'q_355', 'q_507', 'q_81', 'q_584', 'q_777', 'q_375', 'q_637', 'q_127', 'q_149', 'q_917', 'q_477', 'q_827', 'q_962', 'q_472', 'q_53', 'q_704', 'q_946', 'q_209', 'q_463', 'q_376', 'q_819', 'q_71', 'q_3', 'q_724', 'q_635', 'q_382', 'q_793', 'q_542', 'q_953', 'q_37', 'q_813', 'q_60', 'q_41', 'q_822', 'q_872', 'q_32', 'q_407', 'q_6', 'q_39', 'q_606', 'q_268', 'q_748', 'q_206', 'q_524', 'q_555', 'q_15', 'q_130', 'q_345', 'q_957', 'q_295', 'q_895', 'q_579', 'q_536', 'q_570', 'q_600', 'q_958', 'q_850', 'q_94', 'q_559', 'q_527', 'q_290', 'q_316', 'q_944', 'q_142', 'q_534', 'q_943', 'q_861', 'q_721', 'q_346', 'q_112', 'q_332', 'q_435', 'q_459', 'q_187', 'q_190', 'q_932', 'q_303', 'q_238', 'q_632', 'q_671', 'q_139', 'q_278', 'q_282', 'q_287', 'q_412', 'q_491', 'q_868', 'q_358', 'q_33', 'q_773', 'q_194', 'q_7', 'q_215', 'q_816', 'q_403', 'q_270', 'q_856', 'q_738', 'q_727', 'q_545', 'q_395', 'q_613', 'q_171', 'q_377', 'q_814', 'q_706', 'q_636', 'q_781', 'q_298', 'q_970', 'q_218', 'q_841', 'q_921', 'q_14', 'q_204', 'q_319', 'q_180', 'q_565', 'q_185', 'q_405', 'q_277', 'q_624', 'q_530', 'q_651', 'q_737', 'q_732', 'q_317', 'q_843', 'q_205', 'q_595', 'q_759', 'q_66', 'q_805', 'q_42', 'q_140', 'q_19', 'q_734', 'q_342', 'q_808', 'q_401', 'q_176', 'q_370', 'q_175', 'q_756', 'q_183', 'q_891', 'q_817', 'q_592', 'q_293', 'q_79', 'q_347', 'q_48', 'q_705', 'q_54', 'q_308', 'q_878', 'q_200'"
CQ-game-6559,,initial_world_states/builder-data/7-c73/step-2,1. Facing north destroy the top green block.2. On the vertical row of green blocks place two blue blocks starting on the right.,Yes,train,,
CQ-game-6560,,initial_world_states/builder-data/12-c139/step-4,Build a blue square around the red block there will be a total of eight blue blocks built.,Yes,train,,
CQ-game-6564,,initial_world_states/builder-data/4-c96/step-16,Destroy all of the red blocks.,Yes,train,,
CQ-game-6565,Which spaces should have green blocks as the ones I see appear to be white or grey?,initial_world_states/builder-data/4-c92/step-2,On the west edge of the board build a green block on every tan square.,No,train,q_503,"'q_635', 'q_69', 'q_154', 'q_880', 'q_812', 'q_248', 'q_364', 'q_882', 'q_712', 'q_422', 'q_884', 'q_736', 'q_453', 'q_348', 'q_769', 'q_274', 'q_857', 'q_633', 'q_286', 'q_752', 'q_192', 'q_328', 'q_796', 'q_465', 'q_402', 'q_941', 'q_920', 'q_855', 'q_238', 'q_567', 'q_747', 'q_579', 'q_312', 'q_847', 'q_5', 'q_514', 'q_563', 'q_562', 'q_410', 'q_631', 'q_182', 'q_197', 'q_817', 'q_570', 'q_792', 'q_543', 'q_976', 'q_705', 'q_945', 'q_487', 'q_185', 'q_424', 'q_219', 'q_629', 'q_377', 'q_946', 'q_979', 'q_7', 'q_868', 'q_178', 'q_313', 'q_607', 'q_461', 'q_587', 'q_302', 'q_112', 'q_726', 'q_115', 'q_190', 'q_637', 'q_319', 'q_980', 'q_605', 'q_383', 'q_259', 'q_36', 'q_893', 'q_926', 'q_362', 'q_555', 'q_715', 'q_472', 'q_237', 'q_158', 'q_15', 'q_284', 'q_727', 'q_668', 'q_557', 'q_17', 'q_34', 'q_821', 'q_287', 'q_968', 'q_260', 'q_911', 'q_721', 'q_414', 'q_38', 'q_861', 'q_292', 'q_1', 'q_803', 'q_103', 'q_588', 'q_853', 'q_42', 'q_175', 'q_324', 'q_924', 'q_229', 'q_960', 'q_725', 'q_498', 'q_819', 'q_405', 'q_150', 'q_919', 'q_520', 'q_276', 'q_564', 'q_685', 'q_505', 'q_485', 'q_171', 'q_829', 'q_934', 'q_309', 'q_774', 'q_670', 'q_544', 'q_798', 'q_701', 'q_823', 'q_610', 'q_954', 'q_357', 'q_744', 'q_95', 'q_480', 'q_374', 'q_215', 'q_503', 'q_417', 'q_32', 'q_698', 'q_894', 'q_344', 'q_758', 'q_900', 'q_672', 'q_401', 'q_304', 'q_559', 'q_959', 'q_440', 'q_571', 'q_449', 'q_622', 'q_28', 'q_196', 'q_427', 'q_958', 'q_261', 'q_973', 'q_663'"
